Generation;Max;Min;Mean
247;9.989793094;9.850429595;9.934814349
248;9.989793094;9.643083171;9.934255521
249;9.989793094;9.58839991;9.93444358
250;9.989793094;9.76721539;9.938560194
251;9.989793094;9.509460519;9.937242655
252;9.989793094;9.758421779;9.940302242
253;9.989793094;9.758421779;9.942258372
254;9.989793094;9.546365894;9.934184783
255;9.989793094;9.758421779;9.945666397
256;9.989793094;9.814149951;9.948153977
257;9.989793094;9.818696692;9.947183765
258;9.989793094;9.729642708;9.947458844
259;9.989793094;9.869734772;9.950768648
260;9.989793094;9.692281742;9.946305197
261;9.989793094;9.806933832;9.949786701
262;9.989793094;9.870702771;9.95358687
263;9.989813191;9.885038963;9.956831194
264;9.989813191;9.695636066;9.955129036
265;9.989813191;9.905159462;9.958872652
266;9.989813191;9.664604562;9.955969871
267;9.989813191;9.664604562;9.954949452
268;9.989813191;9.918198065;9.960051559
269;9.989813191;9.9195213;9.961835316
270;9.989813191;9.80782728;9.95900738
271;9.989813191;9.886430964;9.960614516
272;9.989813191;9.82696561;9.960097638
273;9.989813191;9.884150182;9.961345289
274;9.989813191;9.849577527;9.961388733
275;9.989813191;9.336851857;9.955177815
276;9.991340945;9.851282747;9.962812607
277;9.991340945;9.888895428;9.964853273
278;9.991340945;9.890657049;9.965573977
279;9.991340945;9.888505213;9.965941543
280;9.991340945;9.888410259;9.965614797
281;9.991340945;9.888410259;9.966316526
282;9.991340945;9.895483007;9.967508729
283;9.991340945;9.699869056;9.966733878
284;9.991340945;9.922237115;9.969150358
285;9.991340945;9.788288309;9.968837304
286;9.991340945;9.894878479;9.968161359
287;9.991340945;9.804891643;9.967542366
288;9.991340945;9.806327484;9.968163103
289;9.991340945;9.888746693;9.9695028
290;9.991340945;9.899908069;9.971699739
291;9.991340945;9.761088659;9.969568901
292;9.991340945;9.923886509;9.971697598
293;9.991340945;9.917394732;9.971493715
294;9.994347696;9.812231784;9.968422229
295;9.995268818;9.589032817;9.967937987
296;9.995268818;9.894748645;9.972539125
297;9.995268818;9.911675933;9.974191528
298;9.995268818;9.885375905;9.973474582
299;9.995268818;9.933856914;9.97553814
300;9.995268818;9.91983173;9.975640305
301;9.995268818;9.688570509;9.971240681
302;9.995268818;9.931912621;9.976325935
303;9.995268818;9.932182498;9.977704102
304;9.995268818;9.900335686;9.976053427
305;9.995268818;9.943566326;9.977170608
306;9.995268818;9.943566326;9.977815237
307;9.995268818;9.868607721;9.976106811
308;9.995268818;9.941908006;9.977768197
309;9.995268818;9.928855837;9.977776977
310;9.995268818;9.939971314;9.97886421
311;9.995268818;9.936526816;9.979476032
312;9.995268818;9.936526816;9.97882173
313;9.995268818;9.944182793;9.980224109
314;9.995721858;9.909232544;9.979589585
315;9.995721858;9.944182793;9.981438253
316;9.995721858;9.928303113;9.981763888
317;9.995892697;9.960943104;9.982657429
318;9.995892697;9.936019783;9.983019437
319;9.995892697;9.966600404;9.983978339
320;9.995892697;9.849626458;9.981903881
321;9.99598465;9.957226966;9.98424006
322;9.99598465;9.936410382;9.983976656
323;9.99598465;9.951474408;9.984503194
324;9.99598465;9.93933697;9.984951161
